customer_id,monthly_spend_delta_pct,salary_credit_variance,emi_to_income_ratio_new,merchant_category_shift_score,peer_transfer_anomaly_score,utility_bill_location_change,sip_initiation_flag,balance_floor_volatility,life_event_label
CUST_05901,7.2514,0.121,0.4777,0.1924,0.2359,0,0,0.4991,education_loan
CUST_05902,4.2799,0.0469,0.3676,0.1292,0.1979,0,0,0.4618,education_loan
CUST_05903,41.3962,0.3483,0.0908,0.1972,0.1581,0,0,0.2408,salary_hike
CUST_05904,14.9433,-0.0989,0.1341,0.653,0.376,1,0,0.1351,relocation
CUST_05905,10.6949,0.2148,0.3316,0.2173,0.163,0,0,0.3298,vehicle_purchase
CUST_05906,49.3061,-0.1611,0.2296,0.7013,0.5177,0,0,0.055,marriage
CUST_05907,17.2058,0.1063,0.2153,0.451,0.5017,0,1,0.0647,digital_shift
CUST_05908,-0.432,-0.1079,0.2366,0.2793,0.0844,0,1,0.0894,retirement_approach
CUST_05909,18.7239,0.0333,0.1964,0.5231,0.2143,0,0,0.425,medical_event
CUST_05910,17.1088,-0.0396,0.0226,0.7373,0.4797,1,0,0.1363,relocation
CUST_05911,49.7278,0.5377,0.0789,0.111,0.0504,0,1,0.2028,salary_hike
CUST_05912,11.4967,0.0796,0.0943,0.4655,0.4893,0,1,0.1715,digital_shift
CUST_05913,48.9291,0.6997,0.0479,0.0901,0.1757,0,1,0.1287,windfall_bonus
CUST_05914,33.5217,0.0067,0.3925,0.5751,0.504,0,0,0.0652,marriage
CUST_05915,25.7526,0.5381,0.0876,0.6506,0.3873,0,0,0.1869,job_change
CUST_05916,56.7769,0.7282,0.0579,0.154,0.1573,0,1,0.2429,windfall_bonus
CUST_05917,36.0974,-0.0951,0.3677,0.6609,0.4426,0,0,0.0675,marriage
CUST_05918,20.6298,0.0596,0.028,0.5219,0.3606,0,1,0.0615,digital_shift
CUST_05919,5.9862,-0.0251,0.4412,0.2581,0.1396,0,0,0.5159,education_loan
CUST_05920,0.3172,0.1252,0.4284,0.1418,0.1027,0,0,0.3795,education_loan
CUST_05921,46.9838,0.3035,0.0984,0.0594,0.2819,0,1,0.3322,salary_hike
CUST_05922,16.1402,-0.0958,0.4109,0.3349,0.1271,0,0,0.2303,vehicle_purchase
CUST_05923,46.5979,0.6435,0.2337,0.2353,0.2833,0,0,0.1443,windfall_bonus
CUST_05924,28.2248,0.1319,0.1483,0.6861,0.4839,1,0,0.1672,relocation
CUST_05925,27.4188,0.438,0.0739,0.6218,0.3708,0,0,0.0879,job_change
CUST_05926,44.0573,0.0528,0.0725,0.6139,0.2519,1,0,0.1495,travel_pattern
CUST_05927,17.5846,-0.1507,0.357,0.6119,0.216,0,0,0.1994,new_child
CUST_05928,-2.7534,-0.1068,0.0878,0.0999,0.1354,0,1,0.1266,retirement_approach
CUST_05929,31.7879,-0.0923,0.2049,0.6178,0.4067,1,0,0.1565,travel_pattern
CUST_05930,33.2671,-0.0525,0.2446,0.442,0.4046,0,0,0.1284,travel_pattern
CUST_05931,21.3297,0.0207,0.3304,0.6277,0.0165,0,0,0.3644,medical_event
CUST_05932,43.0928,0.1214,0.2465,0.6135,0.2638,0,0,0.4409,medical_event
CUST_05933,1.9357,-0.0029,0.0486,0.5049,0.3955,0,1,0.1814,digital_shift
CUST_05934,25.6882,-0.0502,0.241,0.4481,0.1853,0,0,0.3156,vehicle_purchase
CUST_05935,11.9963,0.1235,0.355,0.5074,0.1393,0,0,0.4895,medical_event
CUST_05936,32.8419,-0.1642,0.1814,0.5842,0.0651,0,0,0.3829,new_child
CUST_05937,35.3779,-0.0824,0.1404,0.6833,0.3907,1,0,0.0826,relocation
CUST_05938,28.3303,-0.191,0.4275,0.5181,0.1323,0,0,0.4594,vehicle_purchase
CUST_05939,11.1906,0.0485,0.3072,0.3481,0.2691,0,0,0.2727,vehicle_purchase
CUST_05940,36.2116,0.4245,0.0265,0.6328,0.3481,0,0,0.1949,job_change
CUST_05941,8.078,-0.0604,0.1998,0.5883,0.5841,0,1,0.0994,digital_shift
CUST_05942,34.2758,0.0201,0.2845,0.6763,0.2265,0,0,0.5376,medical_event
CUST_05943,25.6391,0.3173,0.1043,0.7499,0.5517,0,0,0.161,job_change
CUST_05944,1.907,0.0467,0.139,0.0872,0.1365,0,1,0.0562,retirement_approach
CUST_05945,32.53,-0.1204,0.3445,0.4146,0.1441,0,0,0.361,new_child
CUST_05946,21.6775,0.0939,0.4613,0.5862,0.1369,0,0,0.3032,vehicle_purchase
CUST_05947,47.64,0.1525,0.367,0.7639,0.5139,0,0,0.0644,marriage
CUST_05948,53.4191,-0.0424,0.2253,0.5822,0.4951,0,0,0.0711,marriage
CUST_05949,7.7715,-0.0178,0.1831,0.2008,0.1202,0,1,0.1843,retirement_approach
CUST_05950,30.7836,-0.0516,0.0971,0.5595,0.2876,1,0,0.0998,relocation
CUST_05951,49.038,-0.1389,0.1592,0.6984,0.2269,0,0,0.1686,travel_pattern
CUST_05952,-2.6368,-0.1444,0.1899,0.2201,0.0514,0,1,0.1496,retirement_approach
CUST_05953,42.2658,0.1426,0.4635,0.8187,0.4694,0,0,0.1445,marriage
CUST_05954,29.6331,-0.0794,0.2833,0.5235,0.4509,0,0,0.0638,marriage
CUST_05955,43.4333,-0.176,0.2414,0.7323,0.4328,1,0,0.1362,travel_pattern
CUST_05956,19.2794,0.0151,0.1481,0.6293,0.411,1,0,0.0676,relocation
CUST_05957,31.1907,0.0032,0.2418,0.7412,0.4317,1,0,0.1564,relocation
CUST_05958,-5.2006,-0.0189,0.423,0.1564,0.1039,0,0,0.3691,education_loan
CUST_05959,26.4242,-0.0288,0.2018,0.5163,0.2804,0,0,0.2328,vehicle_purchase
CUST_05960,41.7212,0.6905,0.1998,0.1231,0.1509,0,0,0.1913,windfall_bonus
CUST_05961,0.789,-0.077,0.3951,0.0692,0.2942,0,0,0.4125,education_loan
CUST_05962,53.0368,-0.102,0.4054,0.5933,0.7016,0,0,0.1374,marriage
CUST_05963,42.3302,0.4713,0.0879,0.6675,0.2916,0,0,0.0922,job_change
CUST_05964,25.1764,-0.0889,0.2387,0.4202,0.4683,0,1,0.1089,digital_shift
CUST_05965,54.8138,0.6632,0.0011,0.0752,0.0634,0,0,0.149,windfall_bonus
CUST_05966,29.8361,-0.0391,0.3425,0.5234,0.0283,0,0,0.5485,medical_event
CUST_05967,24.0338,-0.0452,0.1041,0.7321,0.3957,0,0,0.1753,travel_pattern
CUST_05968,28.9507,0.4931,0.0192,0.6071,0.5694,0,0,0.0771,job_change
CUST_05969,15.0545,0.4538,0.0507,0.6589,0.494,0,0,0.1012,job_change
CUST_05970,12.7987,0.5046,0.1909,0.1461,0.1201,0,0,0.178,salary_hike
CUST_05971,32.9001,0.2938,0.0177,0.7285,0.4981,0,0,0.1934,job_change
CUST_05972,39.6905,0.5767,0.223,0.62,0.4919,0,0,0.1423,job_change
CUST_05973,43.9559,-0.0853,0.3259,0.4528,0.0709,0,0,0.4419,new_child
CUST_05974,46.9621,0.7727,0.1056,0.1317,0.0769,0,1,0.1855,windfall_bonus
CUST_05975,31.5059,0.5791,0.0063,0.0759,0.0987,0,0,0.2211,salary_hike
CUST_05976,39.4454,0.3628,0.0066,0.0759,0.0149,0,1,0.2436,salary_hike
CUST_05977,38.2491,0.134,0.4276,0.6808,0.0721,0,0,0.55,medical_event
CUST_05978,58.9648,0.6545,0.2472,0.1066,0.1999,0,1,0.2507,windfall_bonus
CUST_05979,37.2119,0.5512,0.1025,0.2153,0.0966,0,1,0.2071,windfall_bonus
CUST_05980,30.653,0.0085,0.3445,0.5316,0.2217,0,0,0.5278,medical_event
CUST_05981,22.739,-0.1555,0.2814,0.5611,0.1132,0,0,0.5104,medical_event
CUST_05982,27.7863,-0.1376,0.1317,0.6539,0.4409,1,0,0.0801,relocation
CUST_05983,8.0913,0.0607,0.0517,0.4676,0.4102,0,0,0.0808,digital_shift
CUST_05984,-0.5909,-0.0328,0.2718,0.2616,0.1975,0,0,0.4632,education_loan
CUST_05985,52.9223,-0.2611,0.2752,0.4633,0.4861,0,0,0.1678,marriage
CUST_05986,25.4279,0.3101,0.0278,0.6044,0.513,0,0,0.0886,job_change
CUST_05987,51.329,0.6147,0.0273,0.1694,0.201,0,1,0.2024,salary_hike
CUST_05988,22.3675,-0.0403,0.1124,0.5493,0.4788,0,1,0.1887,digital_shift
CUST_05989,6.0087,-0.1301,0.199,0.3885,0.4268,0,0,0.1713,digital_shift
CUST_05990,34.8374,0.6082,0.2269,0.6474,0.4646,0,0,0.1635,job_change
CUST_05991,-1.892,-0.0124,0.0771,0.0133,0.1788,0,1,0.129,retirement_approach
CUST_05992,61.6916,0.6812,0.0815,0.293,0.2988,0,1,0.2181,windfall_bonus
CUST_05993,63.8893,0.587,0.195,0.007,0.2914,0,0,0.221,windfall_bonus
CUST_05994,43.0662,0.1899,0.0774,0.5018,0.4673,1,0,0.1241,travel_pattern
CUST_05995,22.8899,-0.0784,0.2328,0.3871,0.1524,0,0,0.3992,vehicle_purchase
CUST_05996,14.3891,-0.0177,0.0517,0.6455,0.2038,1,0,0.1712,travel_pattern
CUST_05997,38.8198,0.2974,0.0627,0.5747,0.5213,0,0,0.1582,job_change
CUST_05998,38.681,-0.0868,0.0693,0.7485,0.3867,1,0,0.1052,travel_pattern
CUST_05999,59.8925,0.5217,0.2011,0.1264,0.2664,0,0,0.176,windfall_bonus
CUST_06000,33.5577,-0.0728,0.0586,0.6544,0.4774,1,0,0.1614,relocation
CUST_06001,31.4524,0.366,0.2178,0.1643,0.1802,0,1,0.1542,salary_hike
CUST_06002,19.2221,-0.0667,0.049,0.6776,0.3237,1,0,0.1964,relocation
CUST_06003,31.5697,0.021,0.3489,0.6528,0.5458,0,0,0.1663,marriage
CUST_06004,22.7351,0.2066,0.4,0.3709,0.2132,0,0,0.3325,new_child
CUST_06005,20.6091,0.4309,0.1141,0.5577,0.6278,0,0,0.149,job_change
CUST_06006,25.1508,0.5579,0.0532,0.2594,0.1289,0,1,0.1053,salary_hike
CUST_06007,-4.8166,0.0161,0.3712,0.089,0.2998,0,0,0.4826,education_loan
CUST_06008,2.2677,-0.0257,0.0299,0.2188,0.1607,0,0,0.1694,retirement_approach
CUST_06009,18.0386,0.0287,0.2306,0.5081,0.4564,0,1,0.1779,digital_shift
CUST_06010,40.4884,0.49,0.1718,0.1635,0.2631,0,0,0.2986,windfall_bonus
CUST_06011,5.4105,-0.0127,0.4308,0.4848,0.2745,0,0,0.2105,vehicle_purchase
CUST_06012,6.1765,-0.0159,0.3757,0.1181,0.1778,0,0,0.346,education_loan
CUST_06013,39.6437,-0.0539,0.0579,0.585,0.298,0,0,0.0537,travel_pattern
CUST_06014,32.7026,0.4329,0.2466,0.1145,0.0255,0,0,0.1173,salary_hike
CUST_06015,26.8737,0.1021,0.2403,0.5923,0.5509,0,0,0.1816,marriage
CUST_06016,51.6332,0.5813,0.15,0.2324,0.0829,0,0,0.1125,windfall_bonus
CUST_06017,11.828,0.0571,0.0431,0.5655,0.3008,0,1,0.0643,digital_shift
CUST_06018,39.018,0.1744,0.3839,0.6002,0.4366,0,0,0.1126,marriage
CUST_06019,31.6887,0.0931,0.2856,0.3796,0.2261,0,0,0.4167,new_child
CUST_06020,29.2572,-0.0334,0.0918,0.7108,0.4374,1,0,0.0731,relocation
CUST_06021,19.6127,0.0826,0.2689,0.6061,0.138,0,0,0.2814,new_child
CUST_06022,29.0207,0.0572,0.307,0.6405,0.6116,0,0,0.0656,marriage
CUST_06023,4.74,0.0506,0.4293,0.2016,0.2254,0,0,0.5948,education_loan
CUST_06024,25.9946,0.1281,0.2447,0.7044,0.3299,1,0,0.1247,relocation
CUST_06025,24.741,0.1169,0.2826,0.5953,0.2212,0,0,0.2379,new_child
CUST_06026,15.8437,-0.1362,0.3779,0.2681,0.0262,0,0,0.2975,vehicle_purchase
CUST_06027,27.9576,0.2674,0.1197,0.7769,0.4054,0,0,0.1306,job_change
CUST_06028,24.2933,0.0362,0.3239,0.3969,0.2331,0,0,0.3759,vehicle_purchase
CUST_06029,29.2225,0.5576,0.0176,0.5315,0.3427,0,0,0.0968,job_change
CUST_06030,44.753,0.0065,0.3756,0.6268,0.6908,0,0,0.0507,marriage
CUST_06031,8.9122,-0.0018,0.1893,0.5751,0.4074,0,1,0.1443,digital_shift
CUST_06032,22.992,0.0027,0.3886,0.4559,0.1498,0,0,0.2339,vehicle_purchase
CUST_06033,32.8393,0.5147,0.2419,0.6652,0.4338,0,0,0.1751,job_change
CUST_06034,17.256,-0.2948,0.2046,0.7465,0.4044,1,0,0.1254,relocation
CUST_06035,22.1564,0.3815,0.0143,0.4311,0.627,0,0,0.058,job_change
CUST_06036,0.2396,0.0385,0.1712,0.2511,0.1393,0,0,0.1528,retirement_approach
CUST_06037,49.2331,0.6515,0.0434,0.156,0.2079,0,1,0.2257,salary_hike
CUST_06038,12.0746,0.0471,0.4505,0.5683,0.0296,0,0,0.2026,vehicle_purchase
CUST_06039,0.768,-0.1261,0.217,0.1969,0.0839,0,1,0.1426,retirement_approach
CUST_06040,-1.7582,-0.0733,0.1962,0.1319,0.2725,0,1,0.1813,retirement_approach
CUST_06041,34.8419,0.0492,0.1197,0.7048,0.2873,0,0,0.0556,travel_pattern
CUST_06042,51.42,0.5218,0.0911,0.225,0.281,0,1,0.1263,salary_hike
CUST_06043,7.62,0.0722,0.1857,0.644,0.4766,0,1,0.1861,digital_shift
CUST_06044,53.0291,0.7374,0.1173,0.0293,0.0696,0,0,0.2271,windfall_bonus
CUST_06045,19.1166,0.4381,0.1774,0.724,0.4099,0,0,0.085,job_change
CUST_06046,30.6584,0.0138,0.0596,0.552,0.4295,1,0,0.091,relocation
CUST_06047,23.4998,0.4136,0.1558,0.5471,0.5467,0,0,0.1188,job_change
CUST_06048,34.7242,-0.0371,0.1805,0.754,0.3777,1,0,0.0855,relocation
CUST_06049,52.1883,0.6567,0.2464,0.246,0.2439,0,0,0.1913,windfall_bonus
CUST_06050,32.4872,0.3932,0.0974,0.5942,0.5936,0,0,0.1041,job_change
CUST_06051,28.7506,-0.006,0.4048,0.6109,0.5044,0,0,0.1831,marriage
CUST_06052,25.4735,0.6134,0.0781,0.1611,0.11,0,0,0.1524,salary_hike
CUST_06053,45.5646,0.147,0.0529,0.5794,0.3435,1,0,0.0712,travel_pattern
CUST_06054,47.6738,0.5236,0.1852,0.1695,0.0164,0,1,0.2772,windfall_bonus
CUST_06055,25.7864,0.0042,0.0744,0.5496,0.4668,1,0,0.084,relocation
CUST_06056,20.183,-0.0196,0.4195,0.4748,0.0741,0,0,0.4106,vehicle_purchase
CUST_06057,26.1125,-0.0163,0.3689,0.5574,0.0488,0,0,0.4504,vehicle_purchase
CUST_06058,38.084,0.0354,0.1484,0.6591,0.359,1,0,0.1045,travel_pattern
CUST_06059,5.2349,0.0076,0.0478,0.416,0.4365,0,1,0.1915,digital_shift
CUST_06060,17.4862,0.0467,0.3225,0.587,0.2623,0,0,0.4704,medical_event
CUST_06061,24.6023,-0.099,0.4124,0.3219,0.0083,0,0,0.2049,vehicle_purchase
CUST_06062,-7.4328,0.0093,0.1277,0.2688,0.2846,0,0,0.15,retirement_approach
CUST_06063,3.5232,-0.065,0.3286,0.1752,0.1755,0,0,0.4736,education_loan
CUST_06064,25.1173,0.1199,0.2004,0.5836,0.3479,0,0,0.1759,travel_pattern
CUST_06065,7.6856,0.0248,0.2085,0.028,0.291,0,0,0.142,retirement_approach
CUST_06066,-3.4063,-0.0121,0.0831,0.01,0.1483,0,1,0.0898,retirement_approach
CUST_06067,21.4589,0.5106,0.1693,0.5472,0.6107,0,0,0.1225,job_change
CUST_06068,58.3314,0.1336,0.0737,0.6626,0.2234,1,0,0.1445,travel_pattern
CUST_06069,9.565,-0.1575,0.1982,0.284,0.2587,0,1,0.1607,retirement_approach
CUST_06070,44.7556,-0.0743,0.3184,0.4692,0.0303,0,0,0.2689,new_child
CUST_06071,25.3498,-0.1009,0.0259,0.5321,0.3581,1,0,0.1252,travel_pattern
CUST_06072,63.2322,0.8046,0.0526,0.2261,0.1816,0,1,0.1924,windfall_bonus
CUST_06073,32.7434,0.1048,0.236,0.6108,0.3545,1,0,0.1639,relocation
CUST_06074,4.5001,0.0538,0.0864,0.2917,0.2085,0,1,0.105,retirement_approach
CUST_06075,27.6457,-0.1189,0.3967,0.5064,0.22,0,0,0.4145,medical_event
CUST_06076,48.1788,0.6103,0.093,0.2848,0.1675,0,0,0.2799,windfall_bonus
CUST_06077,57.1967,0.8736,0.1194,0.2189,0.1359,0,1,0.1499,windfall_bonus
CUST_06078,6.066,-0.1147,0.0334,0.2243,0.2575,0,1,0.1862,retirement_approach
CUST_06079,32.0578,-0.0189,0.3344,0.6165,0.1164,0,0,0.4625,medical_event
CUST_06080,42.3246,0.5319,0.108,0.277,0.0968,0,1,0.2715,salary_hike
CUST_06081,66.5578,0.5023,0.2493,0.1167,0.2122,0,1,0.2401,windfall_bonus
CUST_06082,46.3116,-0.0596,0.2459,0.373,0.2951,0,0,0.3548,new_child
CUST_06083,-1.0166,-0.0336,0.1276,0.1229,0.0475,0,1,0.1453,retirement_approach
CUST_06084,29.6443,-0.0528,0.052,0.8381,0.5281,1,0,0.1244,relocation
CUST_06085,47.6132,-0.0068,0.3578,0.4721,0.2547,0,0,0.3993,new_child
CUST_06086,41.6459,0.4804,0.0493,0.2234,0.0429,0,1,0.2659,windfall_bonus
CUST_06087,35.9549,0.2827,0.108,0.5114,0.5269,0,0,0.0838,job_change
CUST_06088,19.0292,-0.0021,0.0352,0.7158,0.48,1,0,0.1317,relocation
CUST_06089,33.951,0.6924,0.2306,0.1151,0.1118,0,1,0.22,windfall_bonus
CUST_06090,48.4233,0.036,0.2678,0.6179,0.2624,0,0,0.3693,medical_event
CUST_06091,3.0795,-0.0414,0.2002,0.2915,0.271,0,1,0.1005,retirement_approach
CUST_06092,33.7548,-0.0367,0.1779,0.5556,0.5055,1,0,0.1351,relocation
CUST_06093,12.5255,0.073,0.2651,0.5135,0.122,0,0,0.354,vehicle_purchase
CUST_06094,4.9228,-0.1674,0.0795,0.2832,0.0895,0,0,0.0584,retirement_approach
CUST_06095,32.7647,0.4693,0.0006,0.5414,0.5506,0,0,0.1063,job_change
CUST_06096,44.232,0.0217,0.1573,0.6696,0.2474,0,0,0.1546,travel_pattern
CUST_06097,29.3661,0.4751,0.0757,0.2942,0.2002,0,0,0.1797,salary_hike
CUST_06098,27.9553,-0.1125,0.244,0.688,0.2067,1,0,0.1798,travel_pattern
CUST_06099,33.7855,0.0081,0.2285,0.7824,0.408,1,0,0.0897,relocation
CUST_06100,16.4993,-0.0703,0.0437,0.4674,0.2697,1,0,0.1279,travel_pattern
CUST_06101,43.7624,0.0304,0.3183,0.546,0.2769,0,0,0.3121,new_child
CUST_06102,-3.4891,-0.0717,0.5111,0.2318,0.2355,0,0,0.329,education_loan
CUST_06103,-0.9277,0.0284,0.4389,0.0073,0.0754,0,0,0.3615,education_loan
CUST_06104,21.4044,-0.0011,0.2792,0.3594,0.0454,0,0,0.222,new_child
CUST_06105,21.2842,-0.0109,0.2391,0.3538,0.1334,0,0,0.2199,vehicle_purchase
CUST_06106,28.8232,0.1134,0.4797,0.3489,0.2468,0,0,0.1944,vehicle_purchase
CUST_06107,16.6599,0.2428,0.2212,0.5074,0.2491,0,0,0.0588,travel_pattern
CUST_06108,9.8514,-0.1315,0.1541,0.6581,0.3855,0,1,0.0731,digital_shift
CUST_06109,46.7999,0.3299,0.2082,0.1519,0.1382,0,1,0.2418,salary_hike
CUST_06110,8.215,-0.0236,0.504,0.029,0.2249,0,0,0.3544,education_loan
CUST_06111,27.2566,0.0804,0.0175,0.497,0.3264,1,0,0.1792,travel_pattern
CUST_06112,-3.5824,-0.0934,0.1904,0.0443,0.1135,0,1,0.1941,retirement_approach
CUST_06113,19.2129,-0.1319,0.3122,0.6531,0.1101,0,0,0.3509,medical_event
CUST_06114,16.8931,0.1694,0.1219,0.4131,0.5009,0,1,0.0641,digital_shift
CUST_06115,30.709,0.2697,0.0817,0.1207,0.1296,0,0,0.2794,salary_hike
CUST_06116,33.4816,0.5291,0.0801,0.5059,0.4633,0,0,0.1037,job_change
CUST_06117,32.1535,0.1171,0.325,0.5863,0.5161,0,0,0.1776,marriage
CUST_06118,12.2147,0.0503,0.0103,0.4513,0.6116,0,0,0.1613,digital_shift
CUST_06119,31.3211,0.2858,0.1389,0.6394,0.393,0,0,0.1085,job_change
CUST_06120,-0.752,0.1021,0.3599,0.0517,0.0334,0,0,0.2945,education_loan
CUST_06121,22.1891,-0.1297,0.2014,0.5004,0.4773,0,0,0.1792,digital_shift
CUST_06122,34.7589,0.6707,0.1455,0.2818,0.2272,0,1,0.2584,windfall_bonus
CUST_06123,29.0901,-0.0674,0.1958,0.6488,0.4221,1,0,0.1493,relocation
CUST_06124,1.8511,-0.0604,0.242,0.4508,0.4044,0,0,0.1167,digital_shift
CUST_06125,25.3978,-0.1799,0.3904,0.4732,0.2319,0,0,0.3518,vehicle_purchase
CUST_06126,18.931,0.0052,0.3462,0.5749,0.2082,0,0,0.504,medical_event
CUST_06127,-6.7282,-0.0003,0.3789,0.2149,0.1574,0,0,0.5377,education_loan
CUST_06128,5.7867,-0.0251,0.1674,0.0009,0.2859,0,0,0.0736,retirement_approach
CUST_06129,41.7655,-0.0027,0.212,0.6047,0.1229,0,0,0.4403,medical_event
CUST_06130,33.5866,0.0637,0.0243,0.6874,0.5381,1,0,0.147,relocation
CUST_06131,37.0205,0.478,0.1399,0.1053,0.2721,0,1,0.2326,salary_hike
CUST_06132,9.1191,-0.119,0.2208,0.0613,0.0228,0,1,0.1613,retirement_approach
CUST_06133,49.8117,0.0872,0.3395,0.7182,0.4018,0,0,0.1103,marriage
CUST_06134,24.3446,-0.0726,0.4373,0.7011,0.1613,0,0,0.5204,medical_event
CUST_06135,31.516,0.0064,0.2483,0.6176,0.5601,1,0,0.1977,relocation
CUST_06136,29.6489,0.142,0.5411,0.4597,0.0014,0,0,0.4836,vehicle_purchase
CUST_06137,39.8872,0.0979,0.1984,0.6704,0.349,1,0,0.0817,travel_pattern
CUST_06138,42.9671,0.0841,0.3837,0.4313,0.0896,0,0,0.3615,new_child
CUST_06139,7.2883,0.1201,0.2114,0.6797,0.3982,0,0,0.0879,digital_shift
CUST_06140,37.3923,-0.0483,0.1837,0.5423,0.3956,1,0,0.1541,relocation
CUST_06141,26.8682,-0.0564,0.241,0.3918,0.1199,0,0,0.3458,vehicle_purchase
CUST_06142,30.7436,-0.1022,0.3749,0.6666,0.4278,0,0,0.1469,marriage
CUST_06143,30.336,-0.161,0.3462,0.6375,0.1102,0,0,0.4179,new_child
CUST_06144,27.0401,0.3501,0.2148,0.4894,0.2884,0,0,0.0964,job_change
CUST_06145,12.043,0.1025,0.2081,0.5376,0.3678,0,1,0.0796,digital_shift
CUST_06146,8.3307,-0.0014,0.587,0.2717,0.1085,0,0,0.4841,education_loan
CUST_06147,11.4875,-0.0609,0.1658,0.5463,0.5826,0,0,0.1505,digital_shift
CUST_06148,-2.0149,0.0234,0.0772,0.1402,0.0104,0,1,0.0985,retirement_approach
CUST_06149,32.0083,-0.1619,0.2894,0.4417,0.0238,0,0,0.3971,medical_event
CUST_06150,14.5648,0.0463,0.0813,0.6958,0.3205,1,0,0.0951,relocation
CUST_06151,25.3079,0.4625,0.0802,0.6387,0.3373,0,0,0.1258,job_change
CUST_06152,14.5812,0.012,0.0798,0.5023,0.5546,1,0,0.1569,relocation
CUST_06153,17.5574,-0.0967,0.1817,0.5285,0.4239,0,0,0.1489,digital_shift
CUST_06154,23.8908,0.0873,0.0633,0.4026,0.5095,0,0,0.1238,digital_shift
CUST_06155,29.2142,-0.2152,0.0854,0.724,0.4124,1,0,0.1035,travel_pattern
CUST_06156,24.8614,0.3385,0.2054,0.0281,0.1259,0,1,0.2127,salary_hike
CUST_06157,1.5617,-0.0465,0.4849,0.2662,0.1253,0,0,0.4285,education_loan
CUST_06158,24.821,-0.0216,0.4406,0.5625,0.0523,0,0,0.3239,vehicle_purchase
CUST_06159,52.2272,0.795,0.1009,0.2135,0.2161,0,0,0.1128,windfall_bonus
CUST_06160,42.7162,0.8033,0.0266,0.0247,0.2836,0,1,0.3046,windfall_bonus
CUST_06161,35.84,0.1004,0.3248,0.5238,0.0692,0,0,0.4027,new_child
CUST_06162,10.9468,0.102,0.1174,0.6285,0.6324,0,1,0.0509,digital_shift
CUST_06163,39.2838,0.5765,0.0458,0.7176,0.4794,0,0,0.0692,job_change
CUST_06164,51.2999,0.6079,0.2059,0.2512,0.1237,0,1,0.261,salary_hike
CUST_06165,45.5063,0.4916,0.1081,0.2445,0.1261,0,1,0.1199,salary_hike
CUST_06166,10.5446,-0.0004,0.19,0.5348,0.4901,0,1,0.0754,digital_shift
CUST_06167,2.4093,-0.1492,0.1063,0.2736,0.2255,0,1,0.1565,retirement_approach
CUST_06168,11.6559,0.0008,0.241,0.4665,0.2517,0,0,0.221,vehicle_purchase
CUST_06169,62.1548,0.8336,0.1936,0.0092,0.0241,0,1,0.2184,windfall_bonus
CUST_06170,32.1136,-0.0373,0.1896,0.6037,0.5578,0,0,0.1954,marriage
CUST_06171,25.7399,0.0183,0.0839,0.6619,0.3588,1,0,0.1745,relocation
CUST_06172,4.9316,-0.0679,0.4107,0.1471,0.162,0,0,0.2891,education_loan
CUST_06173,-15.4779,0.019,0.0382,0.0251,0.1554,0,1,0.1862,retirement_approach
CUST_06174,26.7803,0.105,0.2699,0.5432,0.1577,0,0,0.3621,vehicle_purchase
CUST_06175,42.5023,0.6095,0.1158,0.2619,0.2444,0,1,0.1364,salary_hike
CUST_06176,67.0444,0.6962,0.1731,0.1724,0.108,0,1,0.1355,windfall_bonus
CUST_06177,4.7954,0.0165,0.2201,0.0565,0.081,0,1,0.0859,retirement_approach
CUST_06178,10.9103,-0.0591,0.0881,0.482,0.6796,0,0,0.177,digital_shift
CUST_06179,31.9092,0.0606,0.2107,0.6586,0.2857,1,0,0.1487,travel_pattern
CUST_06180,22.9325,0.1742,0.0776,0.4619,0.5222,0,0,0.1006,digital_shift
CUST_06181,23.0582,0.6062,0.0982,0.5575,0.4743,0,0,0.1024,job_change
CUST_06182,23.9029,-0.1545,0.0125,0.6791,0.4372,1,0,0.0725,relocation
CUST_06183,29.0782,0.057,0.1972,0.5297,0.1568,0,0,0.4881,new_child
CUST_06184,55.6482,-0.1603,0.3815,0.673,0.5169,0,0,0.1466,marriage
CUST_06185,26.255,0.1064,0.2862,0.6329,0.2384,0,0,0.3556,new_child
CUST_06186,36.7736,0.4694,0.096,0.2317,0.1789,0,1,0.2022,salary_hike
CUST_06187,32.7805,0.0169,0.3892,0.6823,0.4513,0,0,0.0723,marriage
CUST_06188,43.5769,0.0703,0.2085,0.5188,0.4273,0,0,0.1144,marriage
CUST_06189,10.4409,-0.0841,0.2832,0.0872,0.2896,0,0,0.4056,education_loan
CUST_06190,31.5666,0.1882,0.3143,0.8148,0.4433,0,0,0.1819,marriage
CUST_06191,45.1947,0.0089,0.2622,0.4845,0.1209,0,0,0.5082,new_child
CUST_06192,0.6592,-0.0334,0.3941,0.2975,0.0486,0,0,0.4009,education_loan
CUST_06193,46.4132,0.0558,0.4103,0.7143,0.6184,0,0,0.072,marriage
CUST_06194,23.1065,0.0597,0.0041,0.3436,0.5138,0,1,0.097,digital_shift
CUST_06195,32.5351,0.6266,0.0213,0.2195,0.2095,0,1,0.2154,salary_hike
CUST_06196,29.8489,0.0034,0.3254,0.3169,0.2808,0,0,0.4212,vehicle_purchase
CUST_06197,64.0556,0.6596,0.1373,0.0623,0.1761,0,1,0.1722,windfall_bonus
CUST_06198,35.6095,0.3262,0.2114,0.6785,0.4584,0,0,0.0748,job_change
